make,model,year,vehicle_class,class_simple,engine_displacement_l,cylinders,displacement_per_cyl,fuel_type,fuel_simple,fuel_enc,city_mpg,highway_mpg,combined_mpg,hwy_city_ratio,co2_grams_per_mile,co2_per_mpg,cd,aero_efficiency,year_rel
Toyota,Prius,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,49,46,48,0.9387755102040817,186.0,3.875,0.29,158.6206896551724,4
Hyundai,Sonata,2014,Large Cars,Large,2.0,4.0,0.5,Regular,regular,3,21,31,24,1.4761904761904763,361.0,15.041666666666666,,,4
Kia,Soul,2014,Small Station Wagons,Wagon,1.6,4.0,0.4,Regular,regular,3,24,30,26,1.25,335.0,12.884615384615385,,,4
Kia,Soul,2014,Small Station Wagons,Wagon,1.6,4.0,0.4,Regular,regular,3,24,30,26,1.25,338.0,13.0,,,4
Kia,Soul ECO dynamics,2014,Small Station Wagons,Wagon,2.0,4.0,0.5,Regular,regular,3,24,30,26,1.25,337.0,12.961538461538462,,,4
Kia,Soul,2014,Small Station Wagons,Wagon,2.0,4.0,0.5,Regular,regular,3,23,30,26,1.3043478260869565,344.0,13.23076923076923,,,4
Nissan,Juke,2014,Small Station Wagons,Wagon,1.6,4.0,0.4,Premium,premium,2,27,31,29,1.1481481481481481,312.0,10.758620689655173,,,4
Nissan,Juke,2014,Small Station Wagons,Wagon,1.6,4.0,0.4,Premium,premium,2,25,30,27,1.2,329.0,12.185185185185185,,,4
Nissan,Juke AWD,2014,Small Station Wagons,Wagon,1.6,4.0,0.4,Premium,premium,2,25,29,27,1.16,332.0,12.296296296296296,,,4
Gmc,Sierra C15 2WD,2014,Standard Pickup Trucks 2WD,Pickup,6.2,8.0,0.775,Regular,regular,3,15,21,17,1.4,530.0,31.176470588235293,,,4
Ram,1500 HFE 2WD,2014,Standard Pickup Trucks 2WD,Pickup,3.6,6.0,0.6,Regular,regular,3,18,25,21,1.3888888888888888,426.0,20.285714285714285,,,4
Chevrolet,Silverado K15 4WD,2014,Standard Pickup Trucks 4WD,Pickup,6.2,8.0,0.775,Regular,regular,3,14,20,17,1.4285714285714286,536.0,31.529411764705884,,,4
Gmc,Sierra K15 4WD,2014,Standard Pickup Trucks 4WD,Pickup,6.2,8.0,0.775,Regular,regular,3,14,20,17,1.4285714285714286,536.0,31.529411764705884,,,4
Ford,Transit Connect Wagon FWD,2014,Special Purpose Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,20,28,23,1.4,384.0,16.695652173913043,,,4
Ford,Transit Connect Van 2WD,2014,Special Purpose Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,21,28,24,1.3333333333333333,376.0,15.666666666666666,,,4
Ford,Transit Connect Wagon LWB FWD,2014,Special Purpose Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,20,27,23,1.35,393.0,17.08695652173913,,,4
Honda,Crosstour 2WD,2014,Small Sport Utility Vehicle 2WD,Other,2.4,4.0,0.6,Regular,regular,3,22,30,25,1.3636363636363635,357.0,14.28,,,4
Honda,Crosstour 2WD,2014,Small Sport Utility Vehicle 2WD,Other,3.5,6.0,0.5833333333333334,Regular,regular,3,20,29,23,1.45,384.0,16.695652173913043,,,4
Jeep,Patriot FWD,2014,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,22,26,24,1.1818181818181819,376.0,15.666666666666666,,,4
Jeep,Compass FWD,2014,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,22,26,24,1.1818181818181819,376.0,15.666666666666666,,,4
Kia,Sportage 2WD,2014,Small Sport Utility Vehicle 2WD,Other,2.4,4.0,0.6,Regular,regular,3,21,28,23,1.3333333333333333,376.0,16.347826086956523,,,4
Honda,Crosstour 4WD,2014,Small Sport Utility Vehicle 4WD,Other,3.5,6.0,0.5833333333333334,Regular,regular,3,19,27,22,1.4210526315789473,406.0,18.454545454545453,,,4
Jeep,Cherokee Trailhawk 4WD,2014,Small Sport Utility Vehicle 4WD,Other,2.4,4.0,0.6,Regular,regular,3,19,25,22,1.3157894736842106,411.0,18.681818181818183,,,4
Kia,Sportage 4WD,2014,Small Sport Utility Vehicle 4WD,Other,2.4,4.0,0.6,Regular,regular,3,19,26,22,1.368421052631579,401.0,18.227272727272727,,,4
Mercedes-Benz,G550,2014,Standard Sport Utility Vehicle 4WD,Other,5.5,8.0,0.6875,Premium,premium,2,12,15,13,1.25,680.0,52.30769230769231,0.2,75.0,4
Mercedes-Benz,G63 AMG,2014,Standard Sport Utility Vehicle 4WD,Other,5.5,8.0,0.6875,Premium,premium,2,12,14,13,1.1666666666666667,696.0,53.53846153846154,,,4
Toyota,Prius Plug-in Hybrid,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular Gas and Electricity,hybrid,1,51,49,50,0.9607843137254902,133.0,2.66,,,4
Lexus,GS 350,2014,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Premium,premium,2,19,29,23,1.5263157894736843,392.0,17.043478260869566,,,4
Nissan,Frontier 2WD,2014,Small Pickup Trucks 2WD,Pickup,2.5,4.0,0.625,Regular,regular,3,17,23,19,1.3529411764705883,459.0,24.157894736842106,,,4
Nissan,Frontier 2WD,2014,Small Pickup Trucks 2WD,Pickup,2.5,4.0,0.625,Regular,regular,3,19,23,21,1.2105263157894737,425.0,20.238095238095237,,,4
Nissan,Frontier 2WD,2014,Small Pickup Trucks 2WD,Pickup,4.0,6.0,0.6666666666666666,Regular,regular,3,16,22,18,1.375,488.0,27.11111111111111,,,4
Nissan,Frontier 2WD,2014,Small Pickup Trucks 2WD,Pickup,4.0,6.0,0.6666666666666666,Regular,regular,3,16,22,19,1.375,479.0,25.210526315789473,,,4
Nissan,Frontier 4WD,2014,Small Pickup Trucks 4WD,Pickup,4.0,6.0,0.6666666666666666,Regular,regular,3,15,21,17,1.4,515.0,30.294117647058822,,,4
Nissan,Frontier 4WD,2014,Small Pickup Trucks 4WD,Pickup,4.0,6.0,0.6666666666666666,Regular,regular,3,16,21,18,1.3125,498.0,27.666666666666668,,,4
Ford,F150 Pickup 2WD,2014,Standard Pickup Trucks 2WD,Pickup,3.5,6.0,0.5833333333333334,Regular,regular,3,16,22,18,1.375,482.0,26.77777777777778,,,4
Ford,F150 Pickup 2WD,2014,Standard Pickup Trucks 2WD,Pickup,3.5,6.0,0.5833333333333334,Regular,regular,3,16,22,18,1.375,483.0,26.833333333333332,,,4
Ford,F150 Pickup 2WD,2014,Standard Pickup Trucks 2WD,Pickup,6.2,8.0,0.775,Regular,regular,3,13,18,15,1.3846153846153846,599.0,39.93333333333333,,,4
Ford,F150 Pickup 4WD,2014,Standard Pickup Trucks 4WD,Pickup,3.5,6.0,0.5833333333333334,Regular,regular,3,15,21,17,1.4,522.0,30.705882352941178,,,4
Ford,F150 Pickup 4WD,2014,Standard Pickup Trucks 4WD,Pickup,3.5,6.0,0.5833333333333334,Regular,regular,3,15,21,17,1.4,511.0,30.058823529411764,,,4
Ford,F150 Pickup 4WD,2014,Standard Pickup Trucks 4WD,Pickup,6.2,8.0,0.775,Regular,regular,3,12,16,13,1.3333333333333333,659.0,50.69230769230769,,,4
Ford,F150 Raptor Pickup 4WD,2014,Standard Pickup Trucks 4WD,Pickup,6.2,8.0,0.775,Regular,regular,3,12,16,13,1.3333333333333333,675.0,51.92307692307692,,,4
Nissan,Xterra 2WD,2014,Small Sport Utility Vehicle 2WD,Other,4.0,6.0,0.6666666666666666,Regular,regular,3,16,22,18,1.375,489.0,27.166666666666668,,,4
Nissan,Xterra 4WD,2014,Small Sport Utility Vehicle 4WD,Other,4.0,6.0,0.6666666666666666,Regular,regular,3,15,20,17,1.3333333333333333,530.0,31.176470588235293,,,4
Nissan,Xterra 4WD,2014,Small Sport Utility Vehicle 4WD,Other,4.0,6.0,0.6666666666666666,Regular,regular,3,16,20,17,1.25,516.0,30.352941176470587,,,4
Infiniti,QX60 Hybrid FWD,2014,Standard Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,26,28,26,1.0769230769230769,321.0,12.346153846153847,,,4
Nissan,Pathfinder Hybrid 2WD,2014,Standard Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,25,28,26,1.12,323.0,12.423076923076923,,,4
Infiniti,QX60 Hybrid AWD,2014,Standard Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,25,28,26,1.12,328.0,12.615384615384615,,,4
Nissan,Pathfinder Hybrid 4WD,2014,Standard Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,25,27,26,1.08,334.0,12.846153846153847,,,4
Lexus,CT 200h,2014,Compact Cars,Compact,1.8,4.0,0.45,Regular,regular,3,43,40,42,0.9302325581395349,186.0,4.428571428571429,,,4
Subaru,XV Crosstrek Hybrid AWD,2014,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Regular,regular,3,29,32,30,1.103448275862069,293.0,9.766666666666667,,,4
Porsche,911 GT3,2014,Two Seaters,Two Seater,3.8,6.0,0.6333333333333333,Premium,premium,2,15,20,17,1.3333333333333333,527.0,31.0,,,4
Fiat,500,2014,Minicompact Cars,Other,1.4,4.0,0.35,Premium,premium,2,27,33,29,1.2222222222222223,300.0,10.344827586206897,,,4
Fiat,500,2014,Minicompact Cars,Other,1.4,4.0,0.35,Premium,premium,2,30,38,33,1.2666666666666666,265.0,8.030303030303031,,,4
Porsche,911 Targa 4S,2014,Minicompact Cars,Other,3.8,6.0,0.6333333333333333,Premium,premium,2,18,25,21,1.3888888888888888,431.0,20.523809523809526,,,4
Porsche,911 Targa 4S,2014,Minicompact Cars,Other,3.8,6.0,0.6333333333333333,Premium,premium,2,18,25,21,1.3888888888888888,424.0,20.19047619047619,,,4
Hyundai,Veloster,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,24,31,26,1.2916666666666667,333.0,12.807692307692308,,,4
Hyundai,Veloster,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,24,33,27,1.375,321.0,11.88888888888889,,,4
Kia,Rio Eco,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,27,36,31,1.3333333333333333,286.0,9.225806451612904,,,4
Kia,Rio,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,27,36,30,1.3333333333333333,290.0,9.666666666666666,,,4
Kia,Rio,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,27,36,30,1.3333333333333333,291.0,9.7,,,4
Cadillac,CTS Sedan,2014,Midsize Cars,Midsize,3.6,6.0,0.6,Premium,premium,2,16,24,18,1.5,480.0,26.666666666666668,,,4
Dodge,Dart,2014,Midsize Cars,Midsize,2.4,4.0,0.6,Regular,regular,3,22,34,27,1.5454545454545454,334.0,12.37037037037037,,,4
Hyundai,Elantra GT,2014,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,24,32,27,1.3333333333333333,328.0,12.148148148148149,,,4
Hyundai,Elantra GT,2014,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,24,33,27,1.375,325.0,12.037037037037036,,,4
Hyundai,Azera,2014,Large Cars,Large,3.3,6.0,0.5499999999999999,Regular,regular,3,19,28,23,1.4736842105263157,393.0,17.08695652173913,,,4
Hyundai,Genesis,2014,Large Cars,Large,3.8,6.0,0.6333333333333333,Regular,regular,3,18,27,21,1.5,412.0,19.61904761904762,,,4
Hyundai,Genesis R Spec,2014,Large Cars,Large,5.0,8.0,0.625,Premium,premium,2,15,23,18,1.5333333333333334,495.0,27.5,,,4
Mercedes-Benz,S63 AMG 4matic,2014,Large Cars,Large,5.5,8.0,0.6875,Premium,premium,2,15,23,18,1.5333333333333334,499.0,27.72222222222222,,,4
Mercedes-Benz,S550 4matic,2014,Large Cars,Large,4.7,8.0,0.5875,Premium,premium,2,16,26,19,1.625,462.0,24.31578947368421,,,4
Land Rover,LR2,2014,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,17,24,20,1.411764705882353,450.0,22.5,,,4
Jeep,Grand Cherokee 2WD,2014,Standard Sport Utility Vehicle 2WD,Other,3.0,6.0,0.5,Diesel,diesel,0,22,30,25,1.3636363636363635,408.0,16.32,,,4
Jeep,Grand Cherokee 4WD,2014,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Diesel,diesel,0,21,28,24,1.3333333333333333,432.0,18.0,,,4
Land Rover,LR4,2014,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,15,19,16,1.2666666666666666,550.0,34.375,,,4
Mercedes-Benz,CLA45 AMG 4matic,2014,Compact Cars,Compact,2.0,4.0,0.5,Premium,premium,2,23,30,26,1.3043478260869565,348.0,13.384615384615385,,,4
Nissan,Cube,2014,Small Station Wagons,Wagon,1.8,4.0,0.45,Regular,regular,3,26,30,28,1.1538461538461537,316.0,11.285714285714286,,,4
Nissan,Cube,2014,Small Station Wagons,Wagon,1.8,4.0,0.45,Regular,regular,3,25,29,27,1.16,334.0,12.37037037037037,,,4
Ford,Edge FWD,2014,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,21,29,24,1.380952380952381,370.0,15.416666666666666,,,4
Ford,Edge FWD,2014,Small Sport Utility Vehicle 2WD,Other,3.7,6.0,0.6166666666666667,Regular,regular,3,18,25,21,1.3888888888888888,422.0,20.095238095238095,,,4
Ford,Edge FWD,2014,Small Sport Utility Vehicle 2WD,Other,3.5,6.0,0.5833333333333334,Regular,regular,3,19,27,22,1.4210526315789473,411.0,18.681818181818183,,,4
Lincoln,MKX FWD,2014,Small Sport Utility Vehicle 2WD,Other,3.7,6.0,0.6166666666666667,Regular,regular,3,18,25,21,1.3888888888888888,422.0,20.095238095238095,,,4
Ford,Edge AWD,2014,Small Sport Utility Vehicle 4WD,Other,3.5,6.0,0.5833333333333334,Regular,regular,3,18,25,20,1.3888888888888888,433.0,21.65,,,4
Ford,Edge AWD,2014,Small Sport Utility Vehicle 4WD,Other,3.7,6.0,0.6166666666666667,Regular,regular,3,17,23,19,1.3529411764705883,461.0,24.263157894736842,,,4
Lincoln,MKX AWD,2014,Small Sport Utility Vehicle 4WD,Other,3.7,6.0,0.6166666666666667,Regular,regular,3,17,23,19,1.3529411764705883,461.0,24.263157894736842,,,4
Hyundai,Genesis Coupe,2014,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,17,26,21,1.5294117647058822,426.0,20.285714285714285,,,4
Hyundai,Genesis Coupe,2014,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,19,27,22,1.4210526315789473,406.0,18.454545454545453,,,4
Hyundai,Genesis Coupe,2014,Subcompact Cars,Subcompact,3.8,6.0,0.6333333333333333,Premium,premium,2,16,25,19,1.5625,458.0,24.105263157894736,,,4
Hyundai,Genesis Coupe,2014,Subcompact Cars,Subcompact,3.8,6.0,0.6333333333333333,Premium,premium,2,16,24,19,1.5,460.0,24.210526315789473,,,4
Hyundai,Accent,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,26,36,30,1.3846153846153846,289.0,9.633333333333333,,,4
Hyundai,Accent,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,27,37,31,1.3703703703703705,285.0,9.193548387096774,,,4
Hyundai,Veloster,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,27,35,30,1.2962962962962963,288.0,9.6,,,4
Hyundai,Veloster,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,26,34,29,1.3076923076923077,301.0,10.379310344827585,,,4
Kia,Forte Koup,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,22,29,25,1.3181818181818181,353.0,14.12,,,4
Kia,Forte Koup,2014,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,22,29,24,1.3181818181818181,360.0,15.0,,,4
Kia,Forte Koup,2014,Compact Cars,Compact,2.0,4.0,0.5,Regular,regular,3,24,33,28,1.375,318.0,11.357142857142858,,,4
Kia,Forte Koup,2014,Compact Cars,Compact,2.0,4.0,0.5,Regular,regular,3,24,32,27,1.3333333333333333,327.0,12.11111111111111,,,4
Acura,RLX Hybrid,2014,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Premium,premium,2,28,31,30,1.1071428571428572,302.0,10.066666666666666,,,4
Hyundai,Sonata Hybrid,2014,Midsize Cars,Midsize,2.4,4.0,0.6,Regular,regular,3,35,38,37,1.0857142857142856,242.0,6.54054054054054,,,4
Hyundai,Sonata Hybrid Limited,2014,Midsize Cars,Midsize,2.4,4.0,0.6,Regular,regular,3,35,38,37,1.0857142857142856,245.0,6.621621621621622,,,4
Hyundai,Elantra,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,27,37,31,1.3703703703703705,285.0,9.193548387096774,,,4
Hyundai,Elantra Limited,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,27,36,30,1.3333333333333333,290.0,9.666666666666666,,,4
Hyundai,Elantra,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,27,36,30,1.3333333333333333,290.0,9.666666666666666,,,4
Hyundai,Elantra,2014,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,24,34,28,1.4166666666666667,319.0,11.392857142857142,,,4
Hyundai,Elantra,2014,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,24,33,27,1.375,321.0,11.88888888888889,,,4
Hyundai,Elantra Coupe,2014,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,24,33,27,1.375,322.0,11.925925925925926,,,4
Infiniti,Q70,2014,Midsize Cars,Midsize,5.6,8.0,0.7,Premium,premium,2,16,24,19,1.5,478.0,25.157894736842106,,,4
Infiniti,Q70 AWD,2014,Midsize Cars,Midsize,5.6,8.0,0.7,Premium,premium,2,16,23,18,1.4375,485.0,26.944444444444443,,,4
Infiniti,Q70 Hybrid,2014,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Premium,premium,2,29,33,31,1.1379310344827587,289.0,9.32258064516129,,,4
Infiniti,Q70,2014,Midsize Cars,Midsize,3.7,6.0,0.6166666666666667,Premium,premium,2,18,26,21,1.4444444444444444,429.0,20.428571428571427,,,4
Infiniti,Q70 AWD,2014,Midsize Cars,Midsize,3.7,6.0,0.6166666666666667,Premium,premium,2,17,24,20,1.411764705882353,441.0,22.05,,,4
Kia,Optima Hybrid,2014,Midsize Cars,Midsize,2.4,4.0,0.6,Regular,regular,3,35,38,37,1.0857142857142856,242.0,6.54054054054054,,,4
Kia,Optima Hybrid EX,2014,Midsize Cars,Midsize,2.4,4.0,0.6,Regular,regular,3,35,38,36,1.0857142857142856,247.0,6.861111111111111,,,4
Nissan,Sentra,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,27,35,30,1.2962962962962963,298.0,9.933333333333334,,,4
Nissan,Sentra,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,30,38,33,1.2666666666666666,268.0,8.121212121212121,,,4
Nissan,Sentra FE,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,30,38,33,1.2666666666666666,265.0,8.030303030303031,,,4
Nissan,Sentra,2014,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,29,37,32,1.2758620689655173,274.0,8.5625,,,4
Kia,Forte 5,2014,Large Cars,Large,1.6,4.0,0.4,Regular,regular,3,21,29,24,1.380952380952381,370.0,15.416666666666666,,,4
Kia,Forte 5,2014,Large Cars,Large,1.6,4.0,0.4,Regular,regular,3,21,28,24,1.3333333333333333,368.0,15.333333333333334,,,4
Kia,Forte 5,2014,Large Cars,Large,2.0,4.0,0.5,Regular,regular,3,24,33,27,1.375,324.0,12.0,,,4
Kia,Forte 5,2014,Large Cars,Large,2.0,4.0,0.5,Regular,regular,3,24,33,27,1.375,321.0,11.88888888888889,,,4
Porsche,Panamera Turbo S,2014,Large Cars,Large,4.8,8.0,0.6,Premium,premium,2,15,24,18,1.6,483.0,26.833333333333332,,,4
Porsche,Panamera Turbo S Executive,2014,Large Cars,Large,4.8,8.0,0.6,Premium,premium,2,15,24,18,1.6,488.0,27.11111111111111,,,4
Scion,xB,2014,Small Station Wagons,Wagon,2.4,4.0,0.6,Regular,regular,3,22,27,24,1.2272727272727273,368.0,15.333333333333334,,,4
Scion,xB,2014,Small Station Wagons,Wagon,2.4,4.0,0.6,Regular,regular,3,22,27,24,1.2272727272727273,369.0,15.375,,,4
Ford,Transit Connect Wagon FWD,2014,Special Purpose Vehicle 2WD,Other,1.6,4.0,0.4,Regular,regular,3,22,29,24,1.3181818181818181,364.0,15.166666666666666,,,4
Nissan,Rogue FWD,2014,Small Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,25,32,28,1.28,317.0,11.321428571428571,,,4
Toyota,Highlander 2WD,2014,Small Sport Utility Vehicle 2WD,Other,2.7,4.0,0.675,Regular,regular,3,20,25,22,1.25,398.0,18.09090909090909,,,4
Toyota,Highlander 2WD,2014,Small Sport Utility Vehicle 2WD,Other,3.5,6.0,0.5833333333333334,Regular,regular,3,19,25,21,1.3157894736842106,419.0,19.952380952380953,,,4
Toyota,RAV4,2014,Small Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,23,30,26,1.3043478260869565,338.0,13.0,,,4
Land Rover,Range Rover Evoque,2014,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,372.0,15.5,,,4
Nissan,Rogue AWD,2014,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,25,31,27,1.24,327.0,12.11111111111111,,,4
Toyota,RAV4 AWD,2014,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,22,28,25,1.2727272727272727,357.0,14.28,,,4
Toyota,RAV4 Limited AWD,2014,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,22,28,24,1.2727272727272727,363.0,15.125,,,4
Toyota,Highlander AWD,2014,Standard Sport Utility Vehicle 4WD,Other,3.5,6.0,0.5833333333333334,Regular,regular,3,18,24,20,1.3333333333333333,437.0,21.85,,,4
Volkswagen,Beetle Convertible,2014,Subcompact Cars,Subcompact,1.8,4.0,0.45,Regular,regular,3,24,32,27,1.3333333333333333,330.0,12.222222222222221,,,4
Toyota,Prius c,2014,Compact Cars,Compact,1.5,4.0,0.375,Regular,regular,3,53,46,50,0.8679245283018868,178.0,3.56,0.29,158.6206896551724,4
Volkswagen,Beetle,2014,Compact Cars,Compact,1.8,4.0,0.45,Regular,regular,3,25,32,27,1.28,322.0,11.925925925925926,0.48,66.66666666666667,4
Volkswagen,Beetle,2014,Compact Cars,Compact,1.8,4.0,0.45,Regular,regular,3,24,32,27,1.3333333333333333,329.0,12.185185185185185,0.48,66.66666666666667,4
Nissan,Rogue Select FWD,2014,Small Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,23,28,25,1.2173913043478262,361.0,14.44,,,4
Nissan,Rogue Select AWD,2014,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,22,27,24,1.2272727272727273,372.0,15.5,,,4
Nissan,GT-R,2015,Subcompact Cars,Subcompact,3.8,6.0,0.6333333333333333,Premium,premium,2,16,23,19,1.4375,472.0,24.842105263157894,,,5
Volvo,S60 AWD,2015,Compact Cars,Compact,2.5,5.0,0.5,Regular,regular,3,20,28,23,1.4,378.0,16.434782608695652,,,5
Mazda,6,2015,Midsize Cars,Midsize,2.5,4.0,0.625,Regular,regular,3,26,37,30,1.4230769230769231,298.0,9.933333333333334,,,5
Mazda,6,2015,Midsize Cars,Midsize,2.5,4.0,0.625,Regular,regular,3,28,39,32,1.3928571428571428,280.0,8.75,,,5
Mazda,6,2015,Midsize Cars,Midsize,2.5,4.0,0.625,Regular,regular,3,25,35,29,1.4,308.0,10.620689655172415,,,5
Kia,K900,2015,Large Cars,Large,3.8,6.0,0.6333333333333333,Regular,regular,3,18,26,21,1.4444444444444444,428.0,20.38095238095238,,,5
Kia,K900,2015,Large Cars,Large,5.0,8.0,0.625,Premium,premium,2,15,23,18,1.5333333333333334,494.0,27.444444444444443,,,5
Kia,Sorento FWD,2015,Small Sport Utility Vehicle 2WD,Other,3.3,6.0,0.5499999999999999,Regular,regular,3,18,25,21,1.3888888888888888,427.0,20.333333333333332,,,5
Mazda,CX-5 2WD,2015,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,26,32,28,1.2307692307692308,311.0,11.107142857142858,,,5
Mazda,CX-5 2WD,2015,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Regular,regular,3,26,34,29,1.3076923076923077,306.0,10.551724137931034,,,5
Mazda,CX-5 2WD,2015,Small Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,25,31,27,1.24,328.0,12.148148148148149,,,5
Kia,Sorento AWD,2015,Small Sport Utility Vehicle 4WD,Other,2.4,4.0,0.6,Regular,regular,3,19,25,21,1.3157894736842106,409.0,19.476190476190474,,,5
Kia,Sorento AWD,2015,Small Sport Utility Vehicle 4WD,Other,3.3,6.0,0.5499999999999999,Regular,regular,3,18,23,20,1.2777777777777777,449.0,22.45,,,5
Mazda,CX-5 4WD,2015,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Regular,regular,3,25,30,27,1.2,324.0,12.0,,,5
Mazda,CX-5 4WD,2015,Small Sport Utility Vehicle 4WD,Other,2.5,4.0,0.625,Regular,regular,3,24,29,26,1.2083333333333333,341.0,13.115384615384615,,,5
Volvo,XC60 AWD,2015,Small Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Regular,regular,3,17,24,20,1.411764705882353,434.0,21.7,,,5
Volvo,XC70 AWD,2015,Small Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Regular,regular,3,17,24,20,1.411764705882353,434.0,21.7,,,5
Ford,Fusion FWD,2014,Midsize Cars,Midsize,1.5,4.0,0.375,Regular,regular,3,25,36,29,1.44,307.0,10.586206896551724,,,4
Ford,C-MAX Energi Plug-in Hybrid,2014,Midsize Cars,Midsize,2.0,4.0,0.5,Regular Gas and Electricity,hybrid,1,40,36,38,0.9,129.0,3.3947368421052633,,,4
Audi,TT Roadster quattro,2015,Two Seaters,Two Seater,2.0,4.0,0.5,Premium,premium,2,22,31,26,1.4090909090909092,345.0,13.26923076923077,,,5
Audi,TT Coupe quattro,2015,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,22,31,26,1.4090909090909092,345.0,13.26923076923077,,,5
Subaru,WRX,2015,Compact Cars,Compact,2.0,4.0,0.5,Premium,premium,2,21,28,24,1.3333333333333333,374.0,15.583333333333334,,,5
Subaru,WRX,2015,Compact Cars,Compact,2.5,4.0,0.625,Premium,premium,2,17,23,19,1.3529411764705883,459.0,24.157894736842106,,,5
Volvo,S60 AWD,2015,Compact Cars,Compact,3.0,6.0,0.5,Regular,regular,3,19,28,22,1.4736842105263157,396.0,18.0,,,5
Volvo,S80 AWD,2015,Midsize Cars,Midsize,3.0,6.0,0.5,Regular,regular,3,19,28,22,1.4736842105263157,396.0,18.0,,,5
Volvo,V60 AWD,2015,Small Station Wagons,Wagon,2.5,5.0,0.5,Regular,regular,3,20,28,23,1.4,378.0,16.434782608695652,,,5
Volvo,V60 AWD,2015,Small Station Wagons,Wagon,3.0,6.0,0.5,Regular,regular,3,19,28,22,1.4736842105263157,396.0,18.0,,,5
