make,model,year,vehicle_class,class_simple,engine_displacement_l,cylinders,displacement_per_cyl,fuel_type,fuel_simple,fuel_enc,city_mpg,highway_mpg,combined_mpg,hwy_city_ratio,co2_grams_per_mile,co2_per_mpg,cd,aero_efficiency,year_rel
Dodge,Durango AWD,2020,Standard Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,18,25,21,1.3888888888888888,427.0,20.333333333333332,,,10
Dodge,Durango AWD,2020,Standard Sport Utility Vehicle 4WD,Other,5.7,8.0,0.7125,Midgrade,regular,3,14,22,17,1.5714285714285714,533.0,31.352941176470587,,,10
Jeep,Grand Cherokee 4WD,2020,Standard Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,18,25,21,1.3888888888888888,427.0,20.333333333333332,,,10
Jeep,Grand Cherokee 4WD,2020,Standard Sport Utility Vehicle 4WD,Other,5.7,8.0,0.7125,Midgrade,regular,3,14,22,17,1.5714285714285714,533.0,31.352941176470587,,,10
Land Rover,Discovery,2020,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,16,21,18,1.3125,500.0,27.77777777777778,,,10
Land Rover,Discovery,2020,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Diesel,diesel,0,21,26,23,1.2380952380952381,448.0,19.47826086956522,,,10
Maserati,Levante S,2020,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,15,21,17,1.4,521.0,30.647058823529413,,,10
Maserati,Levante,2020,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,15,21,17,1.4,521.0,30.647058823529413,,,10
Maserati,Levante GTS,2020,Standard Sport Utility Vehicle 4WD,Other,3.8,8.0,0.475,Premium,premium,2,14,18,15,1.2857142857142858,580.0,38.666666666666664,,,10
Maserati,Levante Trofeo,2020,Standard Sport Utility Vehicle 4WD,Other,3.8,8.0,0.475,Premium,premium,2,14,18,15,1.2857142857142858,580.0,38.666666666666664,,,10
Mercedes-Benz,GLS450 4matic,2020,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium,premium,2,19,23,21,1.2105263157894737,429.0,20.428571428571427,,,10
Mercedes-Benz,SL550,2020,Two Seaters,Two Seater,4.7,8.0,0.5875,Premium,premium,2,17,25,20,1.4705882352941178,435.0,21.75,,,10
Mercedes-Benz,SL450,2020,Two Seaters,Two Seater,3.0,6.0,0.5,Premium,premium,2,20,28,22,1.4,395.0,17.954545454545453,,,10
Chevrolet,Camaro,2020,Subcompact Cars,Subcompact,6.2,8.0,0.775,Premium,premium,2,16,24,19,1.5,477.0,25.105263157894736,,,10
Mercedes-Benz,E450 Coupe,2020,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,20,28,23,1.4,388.0,16.869565217391305,,,10
Mercedes-Benz,E450 4matic Coupe,2020,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,19,26,22,1.368421052631579,409.0,18.59090909090909,,,10
Mercedes-Benz,E450 Convertible,2020,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,20,27,23,1.35,393.0,17.08695652173913,,,10
Mercedes-Benz,E450 4matic Convertible,2020,Subcompact Cars,Subcompact,3.0,6.0,0.5,Premium,premium,2,19,26,22,1.368421052631579,408.0,18.545454545454547,,,10
Nissan,Versa,2020,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,32,40,35,1.25,253.0,7.228571428571429,,,10
Nissan,Versa,2020,Compact Cars,Compact,1.6,4.0,0.4,Regular,regular,3,27,35,30,1.2962962962962963,296.0,9.866666666666667,,,10
Ford,Fusion FWD,2020,Midsize Cars,Midsize,1.5,4.0,0.375,Regular,regular,3,23,34,27,1.4782608695652173,327.0,12.11111111111111,,,10
Ford,Fusion AWD,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,20,29,23,1.45,384.0,16.695652173913043,,,10
Ford,Fusion FWD,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,21,31,25,1.4761904761904763,355.0,14.2,,,10
Ford,Fusion FWD,2020,Midsize Cars,Midsize,2.5,4.0,0.625,Regular,regular,3,21,31,24,1.4761904761904763,364.0,15.166666666666666,,,10
Ford,Fusion Hybrid FWD,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,43,41,42,0.9534883720930233,211.0,5.023809523809524,,,10
Ford,Fusion Hybrid Taxi,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,43,40,41,0.9302325581395349,217.0,5.2926829268292686,,,10
Lincoln,MKZ AWD,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,20,29,23,1.45,384.0,16.695652173913043,,,10
Lincoln,MKZ FWD,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,20,31,24,1.55,373.0,15.541666666666666,,,10
Lincoln,MKZ AWD,2020,Midsize Cars,Midsize,3.0,6.0,0.5,Regular,regular,3,17,26,20,1.5294117647058822,447.0,22.35,,,10
Lincoln,MKZ FWD,2020,Midsize Cars,Midsize,3.0,6.0,0.5,Regular,regular,3,18,27,21,1.5,425.0,20.238095238095237,,,10
Lincoln,MKZ Hybrid FWD,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular,regular,3,42,39,41,0.9285714285714286,217.0,5.2926829268292686,,,10
Mercedes-Benz,E450 4matic,2020,Midsize Cars,Midsize,3.0,6.0,0.5,Premium,premium,2,20,28,23,1.4,392.0,17.043478260869566,,,10
Mini,Cooper S Countryman,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,24,33,28,1.375,321.0,11.464285714285714,,,10
Toyota,Avalon XLE,2020,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Regular,regular,3,22,32,26,1.4545454545454546,341.0,13.115384615384615,,,10
Toyota,Avalon,2020,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Regular,regular,3,22,31,25,1.4090909090909092,354.0,14.16,,,10
Toyota,Avalon Hybrid,2020,Midsize Cars,Midsize,2.5,4.0,0.625,Regular,regular,3,43,43,43,1.0,203.0,4.72093023255814,,,10
Toyota,Avalon Hybrid XLE,2020,Midsize Cars,Midsize,2.5,4.0,0.625,Regular,regular,3,43,44,44,1.0232558139534884,201.0,4.568181818181818,,,10
Mercedes-Benz,S450,2020,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,19,28,22,1.4736842105263157,403.0,18.318181818181817,,,10
Mercedes-Benz,S450 4matic,2020,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,18,28,22,1.5555555555555556,408.0,18.545454545454547,,,10
Mercedes-Benz,E450 4matic (station wagon),2020,Midsize Station Wagons,Midsize,3.0,6.0,0.5,Premium,premium,2,19,26,22,1.368421052631579,408.0,18.545454545454547,,,10
Chevrolet,Silverado 2WD,2020,Standard Pickup Trucks 2WD,Pickup,4.3,6.0,0.7166666666666667,Regular,regular,3,16,21,17,1.3125,523.0,30.764705882352942,,,10
Chevrolet,Silverado 2WD,2020,Standard Pickup Trucks 2WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,17,23,19,1.3529411764705883,460.0,24.210526315789473,,,10
Chevrolet,Silverado 2WD,2020,Standard Pickup Trucks 2WD,Pickup,2.7,4.0,0.675,Regular,regular,3,19,22,20,1.1578947368421053,422.0,21.1,,,10
Chevrolet,Silverado 2WD,2020,Standard Pickup Trucks 2WD,Pickup,3.0,6.0,0.5,Diesel,diesel,0,23,33,27,1.434782608695652,383.0,14.185185185185185,,,10
Chevrolet,Silverado 2WD,2020,Standard Pickup Trucks 2WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,15,21,17,1.4,524.0,30.823529411764707,,,10
Chevrolet,Silverado 2WD,2020,Standard Pickup Trucks 2WD,Pickup,2.7,4.0,0.675,Regular,regular,3,20,23,21,1.15,421.0,20.047619047619047,,,10
Gmc,Sierra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,4.3,6.0,0.7166666666666667,Regular,regular,3,16,21,17,1.3125,523.0,30.764705882352942,,,10
Gmc,Sierra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,17,23,19,1.3529411764705883,463.0,24.36842105263158,,,10
Gmc,Sierra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,2.7,4.0,0.675,Regular,regular,3,19,22,20,1.1578947368421053,421.0,21.05,,,10
Gmc,Sierra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,3.0,6.0,0.5,Diesel,diesel,0,23,30,26,1.3043478260869565,392.0,15.076923076923077,,,10
Gmc,Sierra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,15,21,17,1.4,524.0,30.823529411764707,,,10
Gmc,Sierra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,2.7,4.0,0.675,Regular,regular,3,20,23,21,1.15,421.0,20.047619047619047,,,10
Toyota,Tundra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,5.7,8.0,0.7125,Regular,regular,3,13,18,15,1.3846153846153846,595.0,39.666666666666664,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,22,18,1.375,494.0,27.444444444444443,,,10
Chevrolet,Silverado 4WD TrailBoss,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,21,18,1.3125,486.0,27.0,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,22,19,1.375,477.0,25.105263157894736,,,10
Chevrolet,Silverado 4WD TrailBoss,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,21,18,1.3125,494.0,27.444444444444443,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,2.7,4.0,0.675,Regular,regular,3,19,22,20,1.1578947368421053,442.0,22.1,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,6.2,8.0,0.775,Premium,premium,2,16,20,17,1.25,516.0,30.352941176470587,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,15,20,17,1.3333333333333333,525.0,30.88235294117647,,,10
Chevrolet,Silverado 4WD TrailBoss,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,14,18,16,1.2857142857142858,561.0,35.0625,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,3.0,6.0,0.5,Diesel,diesel,0,23,29,25,1.2608695652173914,405.0,16.2,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,2.7,4.0,0.675,Regular,regular,3,19,22,20,1.1578947368421053,442.0,22.1,,,10
Chevrolet,Silverado 4WD,2020,Standard Pickup Trucks 4WD,Pickup,4.3,6.0,0.7166666666666667,Regular,regular,3,15,20,17,1.3333333333333333,532.0,31.294117647058822,,,10
Chevrolet,Silverado 4WD TrailBoss,2020,Standard Pickup Trucks 4WD,Pickup,4.3,6.0,0.7166666666666667,Regular,regular,3,14,18,16,1.2857142857142858,556.0,34.75,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,22,18,1.375,490.0,27.22222222222222,,,10
Gmc,Sierra 4WD AT4,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,21,18,1.3125,486.0,27.0,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,22,19,1.375,479.0,25.210526315789473,,,10
Gmc,Sierra 4WD AT4,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,16,21,18,1.3125,494.0,27.444444444444443,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,2.7,4.0,0.675,Regular,regular,3,19,22,20,1.1578947368421053,442.0,22.1,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,6.2,8.0,0.775,Premium,premium,2,15,20,17,1.3333333333333333,525.0,30.88235294117647,,,10
Gmc,Sierra 4WD AT4,2020,Standard Pickup Trucks 4WD,Pickup,6.2,8.0,0.775,Premium,premium,2,15,19,17,1.2666666666666666,515.0,30.294117647058822,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,15,20,17,1.3333333333333333,530.0,31.176470588235293,,,10
Gmc,Sierra 4WD AT4,2020,Standard Pickup Trucks 4WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,14,18,16,1.2857142857142858,556.0,34.75,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,3.0,6.0,0.5,Diesel,diesel,0,22,26,24,1.1818181818181819,427.0,17.791666666666668,,,10
Gmc,Sierra 4WD AT4,2020,Standard Pickup Trucks 4WD,Pickup,3.0,6.0,0.5,Diesel,diesel,0,22,26,24,1.1818181818181819,427.0,17.791666666666668,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,2.7,4.0,0.675,Regular,regular,3,19,22,20,1.1578947368421053,442.0,22.1,,,10
Gmc,Sierra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,4.3,6.0,0.7166666666666667,Regular,regular,3,15,20,17,1.3333333333333333,532.0,31.294117647058822,,,10
Toyota,Tundra 4WD,2020,Standard Pickup Trucks 4WD,Pickup,5.7,8.0,0.7125,Regular,regular,3,13,17,14,1.3076923076923077,614.0,43.857142857142854,,,10
Chevrolet,Silverado Cab Chassis 2WD,2020,Special Purpose Vehicle 2WD,Other,4.3,6.0,0.7166666666666667,Regular,regular,3,15,19,17,1.2666666666666666,523.0,30.764705882352942,,,10
Chevrolet,Silverado Cab Chassis 4WD,2020,Special Purpose Vehicle 4WD,Other,5.3,8.0,0.6625,Regular,regular,3,14,17,15,1.2142857142857142,593.0,39.53333333333333,,,10
Chevrolet,Silverado Cab Chassis 2WD,2020,Special Purpose Vehicle 2WD,Other,5.3,8.0,0.6625,Regular,regular,3,14,18,15,1.2857142857142858,582.0,38.8,,,10
Chevrolet,Silverado Cab Chassis 4WD,2020,Special Purpose Vehicle 4WD,Other,4.3,6.0,0.7166666666666667,Regular,regular,3,14,16,15,1.1428571428571428,594.0,39.6,,,10
Gmc,Sierra Cab Chassis 2WD,2020,Special Purpose Vehicle 2WD,Other,4.3,6.0,0.7166666666666667,Regular,regular,3,15,19,17,1.2666666666666666,523.0,30.764705882352942,,,10
Gmc,Sierra Cab Chassis 4WD,2020,Special Purpose Vehicle 4WD,Other,4.3,6.0,0.7166666666666667,Regular,regular,3,14,16,15,1.1428571428571428,594.0,39.6,,,10
Gmc,Sierra Cab Chassis 4WD,2020,Special Purpose Vehicle 4WD,Other,5.3,8.0,0.6625,Regular,regular,3,14,17,15,1.2142857142857142,593.0,39.53333333333333,,,10
Gmc,Sierra Cab Chassis 2WD,2020,Special Purpose Vehicle 2WD,Other,5.3,8.0,0.6625,Regular,regular,3,14,18,15,1.2857142857142858,582.0,38.8,,,10
Cadillac,XT5 FWD,2020,Small Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,18,26,21,1.4444444444444444,420.0,20.0,,,10
Chevrolet,Blazer FWD,2020,Small Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,21,27,23,1.2857142857142858,382.0,16.608695652173914,,,10
Jeep,Compass FWD,2020,Small Sport Utility Vehicle 2WD,Other,2.4,4.0,0.6,Regular,regular,3,22,31,25,1.4090909090909092,350.0,14.0,,,10
Jeep,Compass FWD,2020,Small Sport Utility Vehicle 2WD,Other,2.4,4.0,0.6,Regular,regular,3,23,32,26,1.391304347826087,339.0,13.038461538461538,,,10
Mercedes-Benz,GLC300,2020,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,22,29,24,1.3181818181818181,366.0,15.25,0.2,145.0,10
Bmw,X3 sDrive30i,2020,Small Sport Utility Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,25,29,27,1.16,332.0,12.296296296296296,,,10
Cadillac,XT5 AWD,2020,Small Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,18,25,20,1.3888888888888888,434.0,21.7,,,10
Jeep,Compass 4WD,2020,Small Sport Utility Vehicle 4WD,Other,2.4,4.0,0.6,Regular,regular,3,22,30,25,1.3636363636363635,358.0,14.32,,,10
Jeep,Compass 4WD,2020,Small Sport Utility Vehicle 4WD,Other,2.4,4.0,0.6,Regular,regular,3,22,31,25,1.4090909090909092,355.0,14.2,,,10
Mercedes-Benz,GLC300 4matic,2020,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,21,28,24,1.3333333333333333,377.0,15.708333333333334,,,10
Gmc,Acadia FWD,2020,Standard Sport Utility Vehicle 2WD,Other,2.5,4.0,0.625,Regular,regular,3,21,27,23,1.2857142857142858,382.0,16.608695652173914,,,10
Gmc,Acadia FWD,2020,Standard Sport Utility Vehicle 2WD,Other,3.6,6.0,0.6,Regular,regular,3,19,27,22,1.4210526315789473,413.0,18.772727272727273,,,10
Toyota,Sequoia 2WD,2020,Standard Sport Utility Vehicle 2WD,Other,5.7,8.0,0.7125,Regular,regular,3,13,17,15,1.3076923076923077,609.0,40.6,,,10
Gmc,Acadia AWD,2020,Standard Sport Utility Vehicle 4WD,Other,3.6,6.0,0.6,Regular,regular,3,18,25,21,1.3888888888888888,433.0,20.61904761904762,,,10
Toyota,Sequoia 4WD,2020,Standard Sport Utility Vehicle 4WD,Other,5.7,8.0,0.7125,Regular,regular,3,13,17,14,1.3076923076923077,618.0,44.142857142857146,,,10
Ferrari,F8 Tributo,2020,Two Seaters,Two Seater,3.9,8.0,0.4875,Premium,premium,2,15,19,16,1.2666666666666666,539.0,33.6875,,,10
Honda,Civic 2Dr,2020,Compact Cars,Compact,1.5,4.0,0.375,Premium,premium,2,26,36,30,1.3846153846153846,294.0,9.8,,,10
Mazda,3 4-Door 2WD,2020,Compact Cars,Compact,2.5,4.0,0.625,Regular,regular,3,26,35,30,1.3461538461538463,299.0,9.966666666666667,,,10
Mazda,3 4-Door 2WD,2020,Compact Cars,Compact,2.5,4.0,0.625,Regular,regular,3,27,36,30,1.3333333333333333,295.0,9.833333333333334,,,10
Mercedes-Benz,C300 4matic,2020,Compact Cars,Compact,2.0,4.0,0.5,Premium,premium,2,23,33,26,1.434782608695652,338.0,13.0,,,10
Mercedes-Benz,C300,2020,Compact Cars,Compact,2.0,4.0,0.5,Premium,premium,2,24,35,28,1.4583333333333333,315.0,11.25,0.2,175.0,10
Honda,Civic 4Dr,2020,Midsize Cars,Midsize,1.5,4.0,0.375,Premium,premium,2,26,36,30,1.3846153846153846,294.0,9.8,,,10
Mini,Cooper S Clubman All4,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Premium,premium,2,23,32,26,1.391304347826087,333.0,12.807692307692308,,,10
Chevrolet,Silverado 2WD,2020,Standard Pickup Trucks 2WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,17,24,20,1.411764705882353,448.0,22.4,,,10
Gmc,Sierra 2WD,2020,Standard Pickup Trucks 2WD,Pickup,5.3,8.0,0.6625,Regular,regular,3,17,24,20,1.411764705882353,448.0,22.4,,,10
Chrysler,Pacifica,2020,Minivan - 2WD,Minivan,3.6,6.0,0.6,Regular,regular,3,19,28,22,1.4736842105263157,401.0,18.227272727272727,,,10
Chrysler,Voyager,2020,Minivan - 2WD,Minivan,3.6,6.0,0.6,Regular,regular,3,19,28,22,1.4736842105263157,401.0,18.227272727272727,,,10
Honda,Odyssey,2020,Minivan - 2WD,Minivan,3.5,6.0,0.5833333333333334,Regular,regular,3,19,28,22,1.4736842105263157,394.0,17.90909090909091,,,10
Mercedes-Benz,GLC300 4matic Coupe,2020,Small Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,21,28,24,1.3333333333333333,374.0,15.583333333333334,,,10
Volvo,XC90 AWD,2020,Standard Sport Utility Vehicle 4WD,Other,2.0,4.0,0.5,Premium,premium,2,18,26,21,1.4444444444444444,429.0,20.428571428571427,,,10
Ford,Fusion Energi Plug-in Hybrid,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular Gas and Electricity,hybrid,1,43,40,42,0.9302325581395349,99.0,2.357142857142857,,,10
Ford,Fusion Special Service PHEV,2020,Midsize Cars,Midsize,2.0,4.0,0.5,Regular Gas and Electricity,hybrid,1,43,40,42,0.9302325581395349,101.0,2.4047619047619047,,,10
Porsche,Cayenne e-Hybrid,2019,Standard Sport Utility Vehicle 4WD,Other,3.0,6.0,0.5,Premium Gas or Electricity,hybrid,1,20,22,21,1.1,284.0,13.523809523809524,,,9
Aston Martin,DBS,2020,Minicompact Cars,Other,5.2,12.0,0.43333333333333335,Premium,premium,2,14,22,17,1.5714285714285714,522.0,30.705882352941178,,,10
Lotus,Evora,2020,Minicompact Cars,Other,3.5,6.0,0.5833333333333334,Premium,premium,2,16,24,19,1.5,468.0,24.63157894736842,,,10
Lotus,Evora,2020,Minicompact Cars,Other,3.5,6.0,0.5833333333333334,Premium,premium,2,17,24,20,1.411764705882353,451.0,22.55,,,10
Lotus,Evora GT,2020,Minicompact Cars,Other,3.5,6.0,0.5833333333333334,Premium,premium,2,17,26,20,1.5294117647058822,441.0,22.05,,,10
Lotus,Evora GT,2020,Minicompact Cars,Other,3.5,6.0,0.5833333333333334,Premium,premium,2,17,24,20,1.411764705882353,438.0,21.9,,,10
Mercedes-Benz,C300 Coupe,2020,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,22,31,25,1.4090909090909092,351.0,14.04,,,10
Mercedes-Benz,C300 4matic Coupe,2020,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,21,30,25,1.4285714285714286,360.0,14.4,,,10
Mercedes-Benz,C300 4matic Convertible,2020,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,374.0,15.583333333333334,,,10
Mercedes-Benz,C300 Convertible,2020,Subcompact Cars,Subcompact,2.0,4.0,0.5,Premium,premium,2,21,29,24,1.380952380952381,373.0,15.541666666666666,,,10
Lexus,ES 350,2020,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Regular,regular,3,22,32,26,1.4545454545454546,346.0,13.307692307692308,,,10
Lexus,ES 350 F Sport,2020,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Regular,regular,3,22,31,25,1.4090909090909092,352.0,14.08,,,10
Lexus,ES 300h,2020,Midsize Cars,Midsize,2.5,4.0,0.625,Regular,regular,3,43,44,44,1.0232558139534884,201.0,4.568181818181818,,,10
Nissan,Maxima,2020,Midsize Cars,Midsize,3.5,6.0,0.5833333333333334,Premium,premium,2,20,30,24,1.5,378.0,15.75,,,10
Toyota,Prius,2020,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,54,50,52,0.9259259259259259,169.0,3.25,0.29,172.41379310344828,10
Toyota,Prius AWD,2020,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,52,48,50,0.9230769230769231,176.0,3.52,0.29,165.51724137931035,10
Toyota,Prius Eco,2020,Midsize Cars,Midsize,1.8,4.0,0.45,Regular,regular,3,58,53,56,0.9137931034482759,158.0,2.8214285714285716,0.29,182.75862068965517,10
Porsche,Panamera,2020,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,19,27,22,1.4210526315789473,401.0,18.227272727272727,,,10
Porsche,Panamera 4,2020,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,19,26,22,1.368421052631579,407.0,18.5,,,10
Porsche,Panamera 4 Executive,2020,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,19,26,22,1.368421052631579,407.0,18.5,,,10
Porsche,Panamera 4 ST,2020,Large Cars,Large,3.0,6.0,0.5,Premium,premium,2,19,26,22,1.368421052631579,403.0,18.318181818181817,,,10
Porsche,Panamera 4S,2020,Large Cars,Large,2.9,6.0,0.48333333333333334,Premium,premium,2,18,26,21,1.4444444444444444,419.0,19.952380952380953,,,10
Porsche,Panamera 4S Executive,2020,Large Cars,Large,2.9,6.0,0.48333333333333334,Premium,premium,2,18,26,21,1.4444444444444444,419.0,19.952380952380953,,,10
Porsche,Panamera 4S ST,2020,Large Cars,Large,2.9,6.0,0.48333333333333334,Premium,premium,2,18,24,20,1.3333333333333333,440.0,22.0,,,10
Porsche,Panamera GTS,2020,Large Cars,Large,4.0,8.0,0.5,Premium,premium,2,16,23,19,1.4375,474.0,24.94736842105263,,,10
Porsche,Panamera GTS ST,2020,Large Cars,Large,4.0,8.0,0.5,Premium,premium,2,15,22,18,1.4666666666666666,503.0,27.944444444444443,,,10
Porsche,Panamera Turbo,2020,Large Cars,Large,4.0,8.0,0.5,Premium,premium,2,18,25,21,1.3888888888888888,420.0,20.0,,,10
Porsche,Panamera Turbo Exec,2020,Large Cars,Large,4.0,8.0,0.5,Premium,premium,2,18,25,21,1.3888888888888888,420.0,20.0,,,10
Porsche,Panamera Turbo ST,2020,Large Cars,Large,4.0,8.0,0.5,Premium,premium,2,18,23,20,1.2777777777777777,449.0,22.45,,,10
Mercedes-Benz,Metris (Passenger Van),2020,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,20,24,21,1.2,413.0,19.666666666666668,,,10
Mercedes-Benz,Metris (Cargo Van),2020,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,21,24,22,1.1428571428571428,398.0,18.09090909090909,,,10
Mercedes-Benz,"Metris (Cargo Van, LWB)",2020,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,21,24,22,1.1428571428571428,395.0,17.954545454545453,,,10
Mercedes-Benz,Metris (Passenger Van),2020,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,19,23,21,1.2105263157894737,427.0,20.333333333333332,,,10
Mercedes-Benz,Metris (Cargo Van),2020,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,20,24,22,1.2,409.0,18.59090909090909,,,10
Mercedes-Benz,"Metris (Cargo Van, LWB)",2020,Special Purpose Vehicle 2WD,Other,2.0,4.0,0.5,Premium,premium,2,20,24,22,1.2,405.0,18.40909090909091,,,10
Ram,Promaster City,2020,Special Purpose Vehicle 2WD,Other,2.4,4.0,0.6,Regular,regular,3,21,28,24,1.3333333333333333,374.0,15.583333333333334,,,10
Ford,Explorer HEV RWD,2020,Standard Sport Utility Vehicle 2WD,Other,3.3,6.0,0.5499999999999999,Regular,regular,3,27,29,28,1.0740740740740742,322.0,11.5,,,10
Toyota,4Runner 2WD,2020,Standard Sport Utility Vehicle 2WD,Other,4.0,6.0,0.6666666666666666,Regular,regular,3,16,19,17,1.1875,503.0,29.58823529411765,,,10
Ford,Explorer HEV AWD,2020,Standard Sport Utility Vehicle 4WD,Other,3.3,6.0,0.5499999999999999,Regular,regular,3,23,26,25,1.1304347826086956,361.0,14.44,,,10
Toyota,4Runner 4WD,2020,Standard Sport Utility Vehicle 4WD,Other,4.0,6.0,0.6666666666666666,Regular,regular,3,16,19,17,1.1875,515.0,30.294117647058822,,,10
Toyota,Land Cruiser Wagon 4WD,2020,Standard Sport Utility Vehicle 4WD,Other,5.7,8.0,0.7125,Regular,regular,3,13,17,14,1.3076923076923077,618.0,44.142857142857146,,,10
